Concurrency,Req/sec
1,439.3534662205561
2,705.2271295598448
3,880.924371936126
4,1003.8357945882123
5,1093.2376282900127
6,1160.074735787916
7,1211.0215586105335
8,1250.3788005535187
9,1281.0417411594622
10,1305.0303351534549
11,1323.7962370620603
12,1338.4090910760137
13,1349.6740688659133
14,1358.2085416030432
15,1364.493553818282
16,1368.9092582775852
17,1371.7598540719453
18,1373.2914844452384
19,1373.7053085415184
20,1373.167199648496
21,1371.8150434711656
22,1369.7643016194584
23,1367.1123028309187
24,1363.941588701114
25,1360.3225481810703
26,1356.3155110454748
27,1351.9724255326828
28,1347.3382133123682
29,1342.4518718321767
30,1337.3473772426817
31,1332.0544286751929
32,1326.5990653938834
33,1321.0041813874639
34,1315.289956689854
35,1309.4742206846404
36,1303.5727595385115
37,1297.5995774944636
38,1291.5671198679147
39,1285.486464103285
40,1279.3674840721453
41,1273.2189918568522
42,1267.0488605128126
43,1260.8641306978589
44,1254.6711035677245
45,1248.4754219384488
46,1242.2821413911452
47,1236.0957927274774
48,1229.9204369640051
49,1223.759713871325
50,1217.6168849125174
51,1211.4948713091133
52,1205.3962878570976
53,1199.3234730266888
54,1193.2785158048232
55,1187.2632796760324
56,1181.2794240837777
57,1175.3284236687073
58,1169.4115855414
59,1163.5300648139057
60,1157.6848785858679
61,1151.8769185564925
62,1146.1069624125062
63,1140.375684123985
64,1134.6836632641393
65,1129.0313934554179
66,1123.4192900323785
67,1117.8476970013664
68,1112.3168933679783
69,1106.827098895338
70,1101.3784793492537
71,1095.9711512802148
72,1090.6051863868008
73,1085.2806155003384
74,1079.9974322264584
75,1074.7555962754961
76,1069.555036510412
77,1064.3956537379865
78,1059.277323266474
79,1054.1998972505924
80,1049.1632068426795
81,1044.1670641670223
82,1039.2112641327285
83,1034.2955860990503
84,1029.4197954057681
85,1024.5836447800552
86,1019.7868756302063
87,1015.0292192356509
88,1010.3103978418326
89,1005.63012566776
90,1000.988109833339
91,996.3840512129799
92,991.8176452214013
93,987.2885825370364
94,982.7965497679949
95,978.341230065102
96,973.9223036861626
97,969.5394485152478
98,965.1923405404864
99,960.8806542935585
100,956.6040632538284
101,952.3622402198102
102,948.1548576504525
103,943.9815879785159
104,939.8421038981539
105,935.7360786286255
106,931.663186155926
107,927.623101453982
108,923.6155006869272
109,919.6400613938606
110,915.696462657381
111,911.7843852570969
112,907.9035118092141
113,904.0535268932255
114,900.2341171666486
115,896.4449714686913
116,892.6857809136502
117,888.9562389748005
118,885.2560415594698
119,881.5848870759447
120,877.9424764928082
121,874.328513391263
122,870.7427040109621
123,867.1847572898175
124,863.65438489824
125,860.1513012682186
126,856.6752236176266
127,853.2258719701089
128,849.8029691708844
129,846.4062408987721
130,843.0354156747263
131,839.6902248671489
132,836.3704026942299
133,833.0756862235412
134,829.8058153691048
135,826.5605328861329
136,823.3395843636263
137,820.1427182150062
138,816.9696856669374
139,813.8202407464997
140,810.6941402668407
141,807.5911438114445
142,804.5110137171368
143,801.4535150559406
144,798.4184156158843
145,795.405485880865
146,792.4144990096553
147,789.445230814138
148,786.4974597368513
149,783.5709668279137
150,780.6655357214007
151,777.7809526112345
152,774.9170062266478
153,772.0734878072752
154,769.2501910779249
155,766.4469122230764
156,763.6634498611511
157,760.8996050185929
158,758.1551811038015
159,755.4299838809505
160,752.723821443722
161,750.0365041889938
162,747.3678447904987
163,744.7176581724907
164,742.0857614834342
165,739.4719740697456
166,736.8761174496002
167,734.2980152868306
168,731.7374933649279
169,729.1943795611666
170,726.6685038208623
171,724.159698131782
172,721.667796498714
173,719.1926349182098
174,716.7340513535116
175,714.2918857096686
176,711.8659798088573
177,709.456177365906
178,707.0623239640381
179,704.6842670308331
180,702.3218558144164
181,699.9749413598781
182,697.643376485931
183,695.3270157618017
184,693.0257154843712
185,690.7393336555546
186,688.4677299599331
187,686.2107657426313
188,683.9683039874483
189,681.7402092952398
190,679.5263478625527
191,677.326587460515
192,675.1407974139772
193,672.9688485809099
194,670.8106133320526
195,668.6659655308187
196,666.5347805134497
197,664.4169350694248
198,662.3123074221174
199,660.2207772097056
200,658.1422254663262
201,656.0765346034798
202,654.0235883916789
203,651.9832719423395
204,649.9554716899158
205,647.9400753742748
206,645.9369720233068
207,643.9460519357746
208,641.9672066643949
209,640.0003289991517
210,638.0453129508396
211,636.102053734833
212,634.1704477550823
213,632.2503925883294
214,630.3417869685475
215,628.444530771594
216,626.5585250000819
217,624.683671768462
218,622.819874288317
219,620.9670368538617
220,619.1250648276488
221,617.2938646264788
222,615.4733437075079
223,613.663410554555
224,611.8639746646028
225,610.0749465344941
226,608.296237647813
227,606.52776046196
228,604.769428395407
229,603.0211558151376
230,601.2828580242673
231,599.5544512498403
232,597.8358526308028
233,596.1269802061478
